;GDX_materials;XLB_materials;VAW_materials;VFH_financials;XLF_financials;KRE_financials;VCR_consumer_disc;XLY_consumer_disc;IYC_consumer_disc;VDE_energy;XLE_energy;XOP_energy;VHT_healthcare;IBB_healthcare;XLV_healthcare;VPU_utilities;IDU_utilities;XLU_utilities;IYZ_telecom;VOX_telecom;IXP_telecom;VDC_consumer_staples;IEV_consumer_staples;XLP_consumer_staples;VIS_industrials;ITA_industrials;XLI_industrials;QQQ_tech;XLK_tech;VGT_tech;RWR_real_estate;VNQ_real_estate;IYR_real_estate;T10Y2Y;FEDFUNDS;Inverted
2008-12-31;33.880001;22.74;45.400002;25.889999;10.170592999999998;29.16;32.240002000000004;21.57;;67.360001;47.77;29.639999;45.700001;23.683332;26.549999;61.049999;69.349998;29.030001;16.48;44.82;51.330002;57.849998;31.139999;23.870001;42.84;41.279999;23.42;29.74;15.41;34.049999;40.529999;36.450001;37.23;1.5954545454545457;0.16;0
2009-01-31;34.23;21.059999;42.049999;19.780001;7.506092999999999;20.74;28.950001;19.280001;;66.08000200000001;46.919998;29.91;44.919998;23.576666;26.23;60.290001;68.550003;28.98;15.38;42.09;44.419998;53.450001;26.549999;22.15;37.490002;40.139999;20.610001;29.059999;14.68;32.900002;33.290001000000004;30.059999;31.34;1.7105;0.15;0
2009-02-28;33.360001000000004;19.370001;38.389999;16.440001000000002;6.173842;18.200001;26.77;17.530001000000002;;58.0;41.130001;26.01;39.619999;21.023333;22.98;52.529999;59.93;25.35;15.1;40.720001;42.799999;49.529999;23.719999;20.360001;31.15;32.43;17.1;27.530001;14.12;31.57;26.030001;23.889999;25.139999;1.8947368421052633;0.22;0
2009-03-31;36.880001;22.209999;43.919998;18.790001;7.156783;19.219999;30.110001;19.65;;60.240002;42.459999;26.6;41.950001;22.116667;24.209999;53.16;60.860001;25.549999;15.94;43.669998;43.830002;51.380001;25.58;21.1;33.849998;33.529999;18.43;30.32;15.62;35.23;26.389999;24.280001;25.459999;1.8881818181818184;0.18;0
2009-04-30;32.91;25.67;51.009998;22.4;8.716491;20.860001;35.98;23.290001;;65.900002;45.779999;30.860001;42.310001;21.83;24.18;54.009998;61.57;25.85;17.219998999999998;46.98;44.93;54.400002;28.84;22.0;40.34;39.43;21.76;34.279999;17.25;39.790001;34.740002000000004;31.73;33.0;2.0;0.15;0
2009-05-31;44.16;27.17;54.41;24.530001;9.935012;19.99;35.869999;23.120001;;75.160004;51.68;36.130001;44.990002;22.543333;25.83;56.02;64.139999;26.77;17.84;48.66;48.119999;57.32;32.700001;23.120001;41.52;41.98;22.49;35.380001;17.65;40.82;36.18;32.560001;33.75;2.3635;0.18;0
2009-06-30;37.810001;25.799999;52.029999;24.08;9.707555;18.24;36.07;23.08;;69.970001;48.049999;31.719999;46.540001;24.253334;26.309999;58.43;66.809998;27.889999;17.790001;49.720001;47.560001;57.68;31.379999;22.99;40.84;40.790001;21.959999;36.380001;18.209999;42.580002;33.939999;31.01;32.419998;2.5377272727272726;0.21;0
2009-07-31;39.77;29.120001;58.580002;26.23;10.568644;20.82;39.709999;25.27;;73.849998;50.619999;34.919998;49.279999;26.25;27.870001;60.900002;69.790001;28.940001;18.01;50.91;51.110001;61.5;34.810001;24.52;44.66;42.09;23.879999;39.450001;19.700001;46.52;37.509998;34.349998;35.849998;2.5431818181818184;0.16;0
2009-08-31;39.509998;29.809999;60.25;29.389999;11.941511;21.200001;41.360001;26.16;;74.739998;51.169998;35.209999;50.330002;26.093334;28.620001;61.200001;70.360001;29.23;17.76;50.470001;51.66;62.07;36.689999;24.82;46.400002;44.73;25.02;40.029999;20.02;47.689999;43.029999;39.27;40.580002;2.4719047619047623;0.16;0
2009-09-30;45.290001;30.940001;63.639999;29.860001;12.136475;21.32;43.709999;27.469999;;79.809998;53.919998;38.66;51.349998;27.120001;28.67;61.610001;70.68;29.33;18.860001;54.560001;53.830002;64.260002;38.540001;25.459999;49.549999;48.049999;26.34;42.25;20.870001;49.900002;45.540001;41.450001;42.669998;2.4457142857142853;0.15;0
2009-10-31;42.369999;29.34;60.16;28.15;11.413485;20.34;42.34;26.82;;81.209999;55.25;38.450001;49.810001;24.459999;28.07;59.59;68.370003;28.389999;17.34;50.75;52.77;64.730003;37.66;25.83;47.169998;45.060001;25.290001;40.959999;20.610001;49.310001;43.529999;39.599998;40.549999;2.438571428571428;0.12;0
2009-11-30;51.110001;32.5;66.900002;29.26;11.909017;21.030001;45.0;28.620001;;83.589996;56.82;38.41;54.169998;26.136667000000006;30.68;62.34;71.440002;29.76;18.58;53.84;55.580002;67.209999;39.330002;26.780001;50.919998;48.41;27.51;43.560001;21.75;51.889999;46.5;42.200001;43.419998;2.5994736842105257;0.12;0
2009-12-31;46.209999;32.990002000000004;67.82;29.040001;11.697806;22.25;46.77;29.77;;83.370003;57.009998;41.209999;54.189999;27.276667;31.07;65.18;74.790001;31.02;20.02;56.509998;54.68;65.690002;38.959999;26.469999;51.580002;50.959999;27.790001;45.75;22.93;54.869999;49.209999;44.740002;45.919998;2.715454545454545;0.12;0
2010-01-31;40.720001;30.139999;62.290001;28.780001;11.51909;24.07;45.59;28.91;;79.800003;54.5;39.459999;54.419998;27.76;31.280001;62.25;71.440002;29.530001;18.219999;52.130001;51.099998;65.059998;36.389999;26.200001;50.470001;50.73;27.379999;42.790001;20.959999;50.380001;46.32;42.27;43.43;2.804210526315789;0.11;0
2010-02-28;43.889999;31.5;65.459999;29.790001;11.925264;24.530001;48.290001;30.52;;81.739998;56.139999;41.029999;54.709999;28.466667;31.4;61.650002;70.93;29.139999;18.709999;52.75;50.900002;67.040001;36.02;27.030001;52.959999;53.43;28.84;44.759998;21.690001;52.650002;48.950001;44.630001;45.799999;2.8342105263157893;0.13;0
2010-03-31;44.41;33.919998;70.779999;32.43;12.956945;26.219999;52.349998;32.84;;84.010002;57.52;42.130001;56.689999;30.313334;32.130001;62.919998;72.32;29.66;20.02;56.209999;53.110001;69.790001;38.34;27.93;57.549999;57.84;31.24;48.16;23.1;56.18;53.759998;48.810001;49.779999;2.768695652173913;0.16;0
2010-04-30;50.509998;33.990002000000004;71.510002;33.200001;13.127539;27.92;55.639999;34.82;;87.769997;59.91;44.68;55.150002;30.41;30.879999;64.800003;74.33000200000002;30.440001;20.379999;56.66;52.139999;69.059998;36.830002;27.629999;60.060001;58.919998;32.57;49.240002;23.389999;57.419998;57.450001;52.299999;52.959999;2.7863636363636366;0.2;0
2010-05-31;49.860001;30.75;65.120003;30.27;11.925264;25.209999;51.639999;32.369999;;77.290001;53.049999;40.970001;51.330002;27.076666;28.870001;61.0;70.010002;28.76;19.6;54.139999;48.540001;65.629997;32.639999;26.35;54.689999;53.57;29.6;45.599998;21.639999;52.830002;54.34;49.509998;49.950001;2.5895;0.2;0
2010-06-30;51.959999;28.370001;60.040001;28.219999;11.218521;23.09;46.450001;29.129999;;72.839996;49.68;38.990002;50.240002;25.84;28.200001;59.900002;68.739998;28.26;18.66;53.080002;47.82;63.91;31.35;25.5;50.869999;49.700001;27.43;42.709999;20.4;49.459999;51.009998;46.490002;47.209999;2.479545454545454;0.18;0
2010-07-31;48.220001;32.009998;67.209999;30.18;11.949635;23.77;50.18;31.440001;;78.690002;53.84;40.580002;50.73;27.01;28.57;64.290001;73.739998;30.370001;20.34;57.93;53.130001;67.93;35.68;26.98;55.919998;53.400002;30.290001;45.810001;21.92;53.02;56.07;50.950001;51.650002;2.394761904761905;0.18;0
2010-08-31;53.610001;31.040001;65.379997;27.889999;11.015434;21.120001;47.779999;30.190001;;75.18;51.200001;38.52;49.689999;26.193333;28.1;64.949997;74.489998;30.809999;20.030001;57.330002;53.200001;66.699997;33.990002000000004;26.48;51.689999;49.07;28.190001;43.459999;20.690001;49.349998;55.360001;50.299999;50.98;2.178181818181818;0.19;0
2010-09-30;55.93;32.779999;70.900002;29.620001;11.657189;22.91;53.720001;33.41;;82.730003;56.060001;42.259998;54.529999;28.746666;30.49;66.43;76.220001;31.379999;21.790001;62.759998;57.18;70.68;37.849998;27.879999;57.790001;53.880001;31.280001;49.07;23.02;55.599998;57.34;52.080002;52.880001;2.167619047619048;0.19;0
2010-10-31;57.299999;34.799999;75.650002;30.190001;11.827783;22.67;56.630001;35.259998;;86.949997;59.240002;43.849998;55.580002;29.766666;31.17;67.32;77.43;31.719999;22.059999;63.470001;59.66;72.860001;39.619999;28.77;59.82;56.849998;32.18;52.18;24.35;59.16;59.860001;54.549999;54.959999;2.164;0.19;0
2010-11-30;59.5;35.189999;76.93;29.940001;11.746548;22.52;58.490002;36.150002;;92.580002;62.709999;48.240002;54.299999;29.133333;30.27;65.699997;75.480003;30.76;21.83;63.02;56.599998;72.16999799999998;36.380001;28.32;60.889999;56.299999;32.610001000000004;52.09;23.950001;58.599998;58.799999;53.540001;54.09;2.309;0.19;0
2010-12-31;61.470001;38.41;82.599998;32.880001;12.956945;26.450001;60.470001;37.41;;99.669998;68.25;52.75;56.25;31.139999;31.5;67.08000200000001;77.099998;31.34;23.370001;65.629997;58.27;73.389999;39.279999;29.309999;64.82;58.849998;34.869999;54.459999;25.190001;61.52;61.02;55.369999;55.959999;2.672727272727273;0.18;0
2011-01-31;53.919998;38.439999;82.760002;33.669998;13.322501999999998;26.129999;59.889999;37.18;;106.68;73.150002;56.75;56.700001;31.24;31.68;68.050003;78.290001;31.719999;23.0;64.559998;59.240002;72.209999;41.009998;28.879999;67.139999;62.32;36.240002;56.0;25.99;63.939999;63.07;57.169998;57.959999;2.7795;0.17;0
2011-02-28;59.830002;39.459999;85.190002;34.630001;13.688059;26.700001;63.220001;39.41;;114.709999;78.540001;61.689999;58.669998;31.559999;32.669998;69.160004;79.58000200000002;32.110001000000004;23.299999;66.110001;60.360001;74.260002;42.27;29.719999;68.91999799999999;62.939999;37.009998;57.77;26.559999;65.5;66.07;59.860001;60.580002;2.803684210526316;0.16;0
2011-03-31;60.099998;40.02;87.360001;33.889999;13.314379;26.629999;63.139999;39.049999;;116.730003;79.75;64.41999799999999;60.040001;33.386665;33.110001000000004;69.07;79.360001;31.870001;23.82;68.57;61.75;75.589996;41.82;29.92;70.370003;64.230003;37.669998;57.43;26.059999;64.230003;64.599998;58.470001;59.400002;2.7169565217391303;0.14;0
2011-04-30;62.200001;40.869999;89.610001;34.130001;13.306254999999998;26.74;65.68;40.549999;;118.089996;80.480003;63.720001;63.889999;35.816666;35.24000200000001;71.75;82.459999;33.16;24.540001;70.010002;63.560001;79.57;45.34;31.52;72.16999799999998;64.760002;38.700001;59.080002;26.74;66.190002;68.449997;61.830002;62.169998;2.7205000000000004;0.1;0
2011-05-31;58.150002;39.75;87.129997;33.200001;12.867587;25.889999;65.510002;40.439999;;112.910004;77.110001;60.900002;65.129997;36.453335;36.110001;72.860001;83.629997;33.869999;25.65;72.599998;62.82;81.720001;43.84;32.310001;70.019997;64.519997;37.630001;58.360001;26.459999;64.989998;69.440002;62.68;62.799999;2.6133333333333333;0.09;0
